"","HUC12_join","AREA_HUC12","LAND_PCT_HUC12","WATER_PCT_HUC12","RIPARIAN_ZONE_PCT_HUC12","HYDROCONNECTED_ZONE_PCT_HUC12","HYDROACTIVE_ZONE_PCT_HUC12","FLOW_ACCUMULATION_MEAN_HUC12","STREAMLENGTH_NHD_MEDRES_HUC12","WATERBODYAREA_NHD_MEDRES_HUC12","SLOPE_MEAN_HUC12","Average.Annual.Temperature","ATEMP_SUMMER_HIST_HUC12","Average.Annual.Precipitation","PRECIP_SUMMER_HIST_HUC12","Average.Annual.Surface.Runoff","RUNOFF_SPRING_HIST_HUC12","SNOW_EQ_MARCH_HIST_HUC12","Average.Annual.Evaporative.Deficit","FOREST_PCT_HUC12","FOREST_DECIDUOUS_PCT_HUC12","FOREST_EVERGRN_PCT_HUC12","Pct.Mixed.Forest","WETLANDS_PCT_HUC12","WETLANDS_CHG_PCT_HUC12","WETLANDS_HERB_PCT_HUC12","WETLANDS_WOODY_PCT_HUC12","WOODY_VEG_PCT_HUC12","SHRUB_PCT_HUC12","GRASSLAND_PCT_HUC12","OPENWATER_PCT_HUC12","BARREN_PCT_HUC12","IMP_COV_STREAMLGTH_05PCT_HUC12","IMP_COV_LAKESHORE_05PCT_HUC12","IMP_COV_ALLWATERS_05PCT_HUC12","CANOPYCOVER_PCT_MEDIAN_HUC12","SOILSTABILITY_HUC12","URBAN_PCT_HUC12","AG_PCT_HUC12","CROP_PCT_HUC12","PASTURE_PCT_HUC12","ROADS_ALL_DENSITY_HUC12","TRAFFIC_DENSITY_HUC12","IMP_COV_PCT_HUC12","N_MANURE_APP_HUC12","N_SYNTH_FERT_APP_HUC12","P_MANURE_APP_HUC12","P_SYNTH_FERT_APP_HUC12","P_AG_BALANCE_HUC12","N_DEP_TOTAL_HUC12","N_OX_WETDEP_HUC12","N_OX_DRYDEP_HUC12","N_OX_TOTALDEP_HUC12","N_RED_WETDEP_HUC12","N_RED_DRYDEP_HUC12","N_RED_TOTALDEP_HUC12","SLF_WETDEP_HUC12","SLF_DRYDEP_HUC12","SLF_TOTALDEP_HUC12","TILE_DRAINAGE_PCT_HUC12","Suspended.Solid.Yield","SOIL_ERODIBILITY_HUC12","SOIL_RUNOFF_LOW_PCT_HUC12","Cat_TP","Lat","Long","Cat_TP_num"
"11",10802040106,150940800.000001,80.090001,19.910001,43.250001,26.080001,46.190001,2182.770021,77.550001,22.130001,5.6888209,14.470001,19.870001,1296.230001,917.000001,692.180001,241.230001,3.420001,34.480001,76.140001,24.700001,15.310001,36.130001,4.140001,9.320001,0.440001,3.700001,80.210001,0.360001,0.240001,14.480001,0.210001,94.210001,96.820001,95.340001,86.000001,0.740001,3.330001,1.090001,0.000001,1.080001,2.000001,4606.000001,0.657001,0.118960881,1.428724097,0.023750851,0.105421512,20.988387404,8.838438145,2.473448631,3.581731284,6.055179329,2.220449945,0.562810521,2.783259817,3.317006637,2.172079503,5.489085464,0.000001,18.800001,0.260001,23.560001,"Low",2393228.410001,1913317.359001,2
"12",10802040205,137051100.000001,85.150001,14.850001,51.620001,22.070001,54.250001,1874.02002,121.260001,5.090001,4.658721,14.240001,19.560001,1243.780001,875.170001,648.860001,231.780001,3.330001,31.060001,66.760001,32.410001,11.250001,23.100001,12.670001,9.390001,0.720001,11.950001,79.890001,1.190001,0.510001,0.750001,0.410001,86.710001,92.800001,87.350001,85.000001,0.720001,7.910001,9.810001,0.000001,9.460001,2.530001,3197.000001,1.792001,1.507260727,3.768150138,0.421459493,0.570596482,21.148497293,8.668020226,2.317655886,3.658878423,5.976533313,2.094841605,0.596647308,2.691487913,3.101823176,2.126213107,5.228035286,0.100001,38.900001,0.280001,27.670001,"Low",2396655.709001,1934155.459001,2
"13",10802040207,115964100.000001,86.440001,13.560001,47.880001,20.600001,50.450001,3673.850099,97.120001,3.780001,5.4791809,14.850001,20.190001,1240.560001,877.390001,626.070001,218.960001,1.190001,38.080001,66.250001,33.460001,9.450001,23.340001,10.510001,9.250001,0.600001,9.910001,76.910001,0.760001,0.790001,1.640001,0.350001,80.880001,68.970001,78.600001,83.000001,0.740001,13.160001,6.550001,0.000001,6.400001,3.130001,6213.000001,4.539001,0.433190243,5.783336686,0.112186738,0.464001927,20.955274005,8.921158019,2.41197681,3.666405353,6.078381216,2.218484601,0.624294203,2.842777803,3.245517531,2.299978451,5.545494983,0.000001,62.200001,0.260001,37.910001,"Low",2381686.771001,1924744.841001,2
"14",10802040301,106746300.000001,80.600001,19.400001,57.770001,25.700001,59.680001,362.7969981,75.340001,6.040001,4.2342611,14.040001,19.300001,1271.040001,887.950001,664.110001,238.630001,2.280001,30.980001,56.670001,26.870001,6.950001,22.850001,15.530001,9.360001,0.900001,14.620001,72.770001,1.480001,0.760001,2.850001,0.260001,78.220001,73.480001,76.620001,82.000001,0.710001,15.620001,6.820001,0.000001,6.690001,3.520001,5938.000001,4.704001,1.243941115,3.109851168,0.316167818,0.426435875,21.111398922,8.903787073,2.257819473,3.892755747,6.150574929,2.040204764,0.713009404,2.753213144,3.00221538,2.491828896,5.494043985,0.000001,19.700001,0.290001,10.590001,"Low",2388962.632001,1947149.631001,2
"15",10802040305,112511700.000001,88.010001,11.990001,44.470001,17.300001,46.580001,1915.77002,101.740001,2.380001,6.2072812,14.600001,19.900001,1253.070001,882.430001,639.420001,225.620001,1.240001,34.950001,73.110001,53.710001,4.530001,14.880001,9.820001,9.160001,0.750001,9.070001,83.150001,0.970001,0.590001,0.650001,0.200001,82.980001,84.710001,83.130001,85.000001,0.710001,9.660001,5.000001,0.000001,4.960001,2.500001,10653.000001,2.467001,0.648653554,2.622960137,0.180185363,0.316304904,21.057046763,9.139449296,2.352488884,3.964840054,6.317327938,2.175068455,0.647054903,2.822122358,3.192095564,2.348716904,5.540811468,0.000001,52.600001,0.290001,29.210001,"Low",2376397.170001,1930455.463001,2
"16",10802050202,40870800.000001,91.450001,8.550001,34.880001,24.530001,45.600001,281.3940135,25.860001,0.240001,3.352021,15.760001,21.070001,1231.100001,865.400001,594.000001,208.660001,0.070001,56.480001,40.630001,34.180001,0.510001,5.950001,6.790001,9.010001,0.150001,6.640001,49.200001,1.930001,0.590001,0.270001,0.030001,80.850001,78.990001,80.490001,41.000001,0.740001,21.430001,28.330001,21.000001,7.610001,3.580001,5898.000001,5.581001,5.653572606,20.55732064,1.159274527,1.769511781,20.352887665,10.13120981,2.76656058,4.044337379,6.810896125,2.387857646,0.932458037,3.320314683,3.498449919,2.975293912,6.473742665,0.000001,31.000001,0.260001,11.190001,"Low",2340512.374001,1916845.703001,2
"17",10802050402,115704900.000001,91.810001,8.190001,30.040001,22.460001,39.650001,951.5200205,65.730001,1.800001,3.621691,15.580001,20.800001,1253.210001,880.640001,618.710001,217.200001,0.270001,54.500001,34.630001,27.740001,0.990001,5.900001,5.800001,8.970001,0.330001,5.470001,40.310001,0.210001,0.490001,0.920001,0.160001,48.960001,61.370001,53.320001,54.000001,0.740001,56.290001,1.500001,0.000001,1.350001,8.020001,13440.000001,22.798001,0.292624729,1.453015493,0.05963594,0.112596726,20.959954948,11.23576798,2.758828251,4.737230165,7.496057524,2.365218013,1.374494003,3.739711016,3.635923079,3.726064037,7.361985458,0.000001,28.600001,0.260001,27.500001,"High",2326380.836001,1918885.045001,1
"18",10802050602,100863000.000001,88.100001,11.900001,39.230001,20.780001,43.700001,475.1610117,83.810001,4.930001,4.5947209,15.990001,21.150001,1350.810001,939.660001,677.120001,235.880001,0.440001,44.080001,54.320001,47.030001,0.170001,7.120001,8.950001,9.050001,0.360001,8.590001,63.220001,0.310001,0.570001,0.980001,0.580001,73.570001,58.850001,72.030001,67.000001,0.690001,23.050001,11.240001,3.000001,8.350001,4.200001,7080.000001,6.313001,0.000001,4.287553357,0.052942243,0.658676345,20.049513647,11.19990045,2.814250991,4.998240227,7.812489575,2.482315195,0.905096999,3.387411193,3.863238376,3.642637525,7.505875173,0.000001,33.700001,0.310001,5.110001,"Low",2288825.682001,1911948.454001,2
"19",10802050805,87415200.000001,90.400001,9.600001,37.900001,16.910001,41.310001,1778.05005,57.960001,1.170001,5.5824509,15.580001,20.720001,1350.700001,929.200001,704.830001,250.310001,0.760001,45.000001,78.060001,63.830001,1.570001,12.660001,6.360001,9.120001,0.430001,5.920001,84.520001,0.540001,0.780001,1.880001,0.060001,87.080001,81.880001,86.450001,84.000001,0.710001,10.320001,2.000001,0.000001,1.920001,3.010001,8338.000001,2.079001,0.463420408,1.231098102,0.120278584,0.132237476,20.970488436,10.38589065,2.806518976,4.462470878,7.268988854,2.369050437,0.747853154,3.116902798,3.85087088,2.844005043,6.694874716,0.000001,34.400001,0.290001,7.520001,"Low",2303189.369001,1927528.164001,2
"20",10802070404,101408400.000001,89.120001,10.880001,37.190001,25.040001,45.520001,651.539979,64.650001,5.710001,3.7864309,15.470001,20.770001,1364.420001,960.840001,723.240001,247.160001,1.100001,37.470001,39.210001,33.300001,1.200001,4.710001,7.380001,9.040001,0.280001,7.100001,46.690001,0.370001,0.510001,1.850001,0.290001,43.970001,73.920001,54.340001,58.000001,0.730001,46.880001,3.500001,1.000001,2.840001,6.140001,8631.000001,18.699001,0.070965538,2.166726874,0.022652943,0.270899074,20.847677534,10.93032521,3.001535856,4.627244415,7.628779272,2.454113374,0.847434907,3.301547281,3.811957494,3.825207997,7.637164491,0.000001,28.900001,0.270001,18.380001,"High",2306825.579001,1885959.050001,1
"21",10802070405,96355800.000001,91.270001,8.730001,33.730001,24.160001,42.400001,5828.160157,44.730001,1.520001,4.431501,15.640001,20.910001,1384.970001,978.260001,736.800001,247.630001,0.660001,37.560001,52.240001,36.250001,2.130001,13.860001,5.520001,9.100001,0.210001,5.310001,57.950001,0.400001,0.760001,2.380001,0.330001,69.480001,60.520001,67.220001,73.000001,0.740001,34.000001,4.370001,2.000001,2.490001,5.270001,8317.000001,8.495001,0.003961322,3.846669243,0.01284606,0.418782444,20.865528187,10.54568544,2.967631677,4.359524154,7.327154603,2.47312585,0.745407623,3.218532473,3.718539067,3.296063542,7.014601609,0.000001,58.700001,0.260001,24.650001,"Low",2315591.077001,1888439.484001,2
"22",10802070602,139127400.000001,85.640001,14.360001,42.800001,27.630001,50.710001,9803.410157,68.020001,1.670001,3.3836511,16.080001,21.500001,1244.910001,876.540001,597.410001,208.130001,0.060001,61.350001,37.640001,22.040001,3.080001,12.520001,11.900001,9.240001,0.410001,11.490001,49.530001,0.410001,0.730001,1.880001,0.360001,76.980001,85.740001,78.070001,61.000001,0.740001,40.310001,6.780001,4.000001,2.750001,5.060001,10113.000001,14.270001,0.000001,4.62360196,0.018952502,0.625152781,20.801041774,10.36331892,2.867597696,4.212185069,7.079781175,2.477657838,0.805881345,3.28353818,3.593506066,3.124729611,6.718233837,0.000001,106.800001,0.260001,39.050001,"Low",2331196.053001,1896767.113001,2
"23",10900030102,100443600.000001,93.560001,6.440001,26.280001,21.180001,36.670001,663.8010264,45.160001,2.300001,4.4146109,14.630001,19.850001,1260.800001,873.480001,645.380001,233.650001,1.260001,42.440001,28.930001,20.610001,1.060001,7.270001,2.760001,8.990001,0.130001,2.630001,31.890001,0.330001,0.280001,2.270001,0.130001,34.200001,41.310001,36.970001,38.000001,0.710001,64.310001,0.980001,0.000001,0.980001,10.700001,15550.000001,37.491001,0.112685131,0.281711327,0.030012171,0.040258214,21.010575108,10.50733679,2.203295772,4.627954598,6.831249576,2.077663507,1.598426418,3.676088175,3.04519606,3.874031952,6.919226862,0.000001,28.300001,0.290001,8.430001,"Low",2391661.673001,1959891.108001,2
"24",10900030103,98176500.000001,87.650001,12.350001,39.820001,24.070001,46.540001,393.1650095,47.540001,4.490001,3.6786509,15.140001,20.360001,1257.560001,864.240001,639.110001,235.020001,1.200001,48.110001,26.590001,20.540001,1.350001,4.700001,7.320001,8.650001,0.510001,6.810001,33.960001,0.570001,0.800001,3.990001,0.410001,36.240001,34.050001,35.100001,46.000001,0.720001,58.740001,1.590001,0.000001,1.540001,8.210001,14350.000001,29.618001,0.310327815,0.775818037,0.054590612,0.07382098,21.019235053,10.47897288,2.234917024,4.27898201,6.513898815,2.085448566,1.879627529,3.965075068,3.104876528,3.302571706,6.407446533,0.000001,18.200001,0.280001,19.360001,"Low",2393616.436001,1967258.960001,2
"25",10900030201,95917500.000001,84.220001,15.780001,47.930001,24.470001,51.710001,420.4240122,67.000001,2.250001,3.838841,15.570001,20.760001,1257.160001,854.630001,641.380001,237.150001,1.230001,55.800001,63.900001,32.270001,8.030001,23.600001,13.930001,9.040001,0.590001,13.340001,78.120001,0.890001,1.050001,1.050001,0.310001,79.250001,65.660001,76.320001,83.000001,0.720001,16.070001,2.810001,0.000001,2.810001,3.370001,11401.000001,5.067001,0.675468968,1.713686155,0.175168156,0.239440952,21.061424723,9.484015807,2.263175506,4.251058316,6.514232896,1.881052027,1.088733338,2.969784365,3.134586713,3.113830425,6.248416064,0.000001,15.000001,0.280001,12.850001,"Low",2383771.157001,1979976.054001,2
"26",10900030204,68866200.000001,86.710001,13.290001,45.220001,21.550001,48.930001,1431.510011,45.490001,1.540001,3.998981,15.720001,20.750001,1304.430001,880.630001,680.750001,247.380001,0.560001,62.760001,59.610001,33.180001,4.690001,21.740001,10.170001,8.860001,0.330001,9.830001,70.600001,1.150001,3.770001,2.020001,1.140001,80.530001,72.260001,77.880001,84.000001,0.740001,19.030001,3.110001,0.000001,3.060001,3.440001,7453.000001,7.465001,0.122168334,2.276955412,0.079512059,0.483740281,21.291513923,9.161716972,2.188985449,4.319690172,6.508675154,1.748750421,0.904293301,2.653042479,3.077649456,3.176365749,6.254013898,0.000001,29.500001,0.260001,23.660001,"Low",2363915.649001,1985500.790001,2
"27",10900030208,108616500.000001,85.980001,14.020001,46.860001,25.580001,52.730001,6442.859864,72.830001,3.210001,3.5133009,15.870001,20.850001,1311.200001,884.880001,681.090001,248.660001,0.670001,63.620001,35.870001,29.020001,1.380001,5.470001,10.360001,8.700001,0.190001,10.180001,46.420001,0.370001,1.080001,2.260001,0.800001,50.020001,65.430001,54.890001,58.000001,0.740001,47.670001,1.590001,0.000001,1.430001,6.690001,11510.000001,25.397001,0.096699016,1.24173777,0.02967206,0.230776477,21.111170913,9.760875529,2.228266641,4.600618427,6.828884037,1.795735002,1.13625849,2.931992019,3.202747483,3.957303945,7.160049953,0.000001,70.500001,0.260001,22.560001,"Low",2367840.574001,1996940.178001,2
"28",10900040609,79011900.000001,91.380001,8.620001,31.740001,30.980001,49.070001,3533.399903,53.050001,1.060001,2.5437811,15.940001,20.820001,1243.160001,832.020001,609.840001,234.240001,0.590001,90.590001,13.270001,11.750001,0.090001,1.430001,5.600001,8.760001,0.180001,5.420001,19.180001,0.490001,0.400001,1.550001,0.910001,36.380001,24.020001,33.080001,20.000001,0.760001,76.330001,1.460001,0.000001,1.140001,12.050001,17475.000001,47.763001,0.037704183,0.815323757,0.029048145,0.209285995,21.124351291,9.999923023,2.185761641,4.514612734,6.700373238,1.719483843,1.580067849,3.299550785,3.249508733,5.040049996,8.289557728,0.000001,48.100001,0.240001,40.230001,"Low",2343707.454001,2002580.349001,2
"29",10900050303,41068800.000001,82.810001,17.190001,44.600001,32.950001,53.430001,8841.150392,30.890001,0.000001,2.713651,15.570001,20.060001,1271.890001,856.880001,632.620001,245.450001,2.190001,68.760001,24.450001,18.150001,0.390001,5.910001,9.730001,8.790001,1.720001,8.010001,33.190001,0.730001,3.860001,6.420001,0.950001,40.990001,100.000001,40.990001,31.000001,0.750001,48.810001,5.050001,3.000001,1.890001,6.530001,8386.000001,24.026001,6.94315152,7.728588627,1.877296876,0.535885887,22.704422077,9.84965428,2.102369358,5.050035656,7.152403465,1.668567084,1.028685975,2.69725151,2.920555466,3.552882729,6.473437195,0.000001,58.800001,0.250001,28.240001,"Low",2295329.877001,1984366.713001,2
"30",11000010103,107158500.000001,83.790001,16.210001,54.230001,23.160001,56.220001,1018.039979,92.430001,4.950001,4.7692209,14.730001,19.960001,1299.660001,894.460001,684.710001,248.290001,1.530001,36.900001,63.170001,20.920001,9.530001,32.720001,11.840001,9.450001,1.060001,10.780001,75.060001,1.110001,0.770001,2.800001,0.360001,79.760001,83.850001,81.170001,83.000001,0.700001,17.970001,1.980001,0.000001,1.940001,4.100001,17551.000001,6.396001,0.310117321,0.775291787,0.084962865,0.114721588,21.029936384,9.211183464,2.326843128,4.047615768,6.374457213,2.128906175,0.707822144,2.836726568,3.18793962,2.499817562,5.687755432,0.000001,28.100001,0.300001,18.130001,"Low",2368197.193001,1944726.299001,2
"31",11000010104,102011400.000001,84.250001,15.750001,56.380001,22.090001,58.100001,617.6149912,74.160001,4.510001,4.7230611,14.630001,19.850001,1313.630001,905.260001,696.820001,249.520001,1.440001,35.700001,62.700001,20.980001,8.350001,33.360001,12.510001,9.010001,0.690001,11.830001,75.810001,1.290001,1.470001,2.030001,0.270001,65.720001,77.060001,69.380001,84.000001,0.690001,15.180001,4.550001,0.000001,4.490001,3.310001,11278.000001,5.101001,0.871862398,2.180404471,0.22427055,0.305231405,21.072831839,9.185135006,2.303944613,4.04203816,6.345981982,2.07996106,0.759194167,2.839153933,3.154484412,2.531234172,5.685717369,0.000001,23.000001,0.310001,18.810001,"Low",2367847.588001,1949686.463001,2
"32",11000010105,63378900.000001,84.920001,15.080001,50.370001,22.330001,53.020001,3327.899903,47.850001,1.180001,4.4298411,15.160001,20.330001,1315.140001,902.610001,694.250001,247.010001,1.010001,40.130001,58.420001,29.440001,4.430001,24.540001,11.930001,9.040001,0.600001,11.330001,70.920001,1.170001,1.050001,1.870001,0.170001,84.520001,92.150001,86.390001,81.000001,0.730001,10.820001,14.580001,4.000001,10.610001,2.860001,3911.000001,2.801001,1.766008304,4.450520085,0.42894708,0.72162006,20.742665417,9.011358052,2.299564375,3.803681938,6.103246019,2.027341767,0.880772295,2.908113062,3.145347107,2.562922233,5.70826834,0.000001,43.800001,0.270001,16.860001,"Low",2362167.674001,1957307.179001,2
